n_tokens,n_sentences,n_vocab,type_token_ratio,avg_word_len,std_word_len,median_word_len,max_word_len,word_len_1_frac,word_len_2_frac,word_len_3_frac,word_len_4_frac,word_len_5_frac,word_len_6_frac,avg_sent_len,std_sent_len,median_sent_len,max_sent_len,min_sent_len,hapax_ratio,hapax_dis_ratio,yule_k,simpson_d,brunet_w,honore_r,fw_the,fw_be,fw_to,fw_of,fw_and,fw_a,fw_in,fw_that,fw_have,fw_i,fw_it,fw_for,fw_not,fw_on,fw_with,fw_he,fw_as,fw_you,fw_do,fw_at,fw_this,fw_but,fw_his,fw_by,fw_from,fw_they,fw_we,fw_say,fw_her,fw_she,fw_or,fw_an,fw_will,fw_my,fw_one,fw_all,fw_would,fw_there,fw_their,fw_what,fw_so,fw_up,fw_out,fw_if,fw_about,fw_who,fw_get,fw_which,fw_go,fw_me,cat_hedge_rate,cat_amplifier_rate,cat_discourse_rate,cat_conj_rate,punct_comma_rate,punct_period_rate,punct_semicolon_rate,punct_colon_rate,punct_excl_rate,punct_question_rate,punct_dash_rate,punct_paren_rate,punct_apost_rate,punct_dquote_rate,contraction_rate,pronoun_start_rate,avg_paragraph_len,pos_noun,pos_verb,pos_adj,pos_adv,pos_pron,pos_det,pos_prep,pos_conj,pos_modal,uppercase_ratio,char_a_rate,char_e_rate,char_i_rate,char_o_rate,char_u_rate,author,passage_id
1472,86,491,0.3335597826086957,4.639266304347826,2.7283548365021373,4.0,17,0.06521739130434782,0.17866847826086957,0.1800271739130435,0.15964673913043478,0.09918478260869565,0.07676630434782608,17.488372093023255,9.711829499823388,16.0,52,2,0.20720108695652173,0.05366847826086957,100.90530482041588,0.010097390122070168,12.33688251116563,1925.558738683232,0.059782608695652176,0.01154891304347826,0.02309782608695652,0.029211956521739132,0.014266304347826086,0.024456521739130436,0.012907608695652174,0.006793478260869565,0.004755434782608696,0.007472826086956522,0.012228260869565218,0.009510869565217392,0.006114130434782609,0.007472826086956522,0.004076086956521739,0.0,0.007472826086956522,0.015625,0.001358695652173913,0.002717391304347826,0.014945652173913044,0.0033967391304347825,0.0,0.0033967391304347825,0.008152173913043478,0.001358695652173913,0.010190217391304348,0.002717391304347826,0.0,0.0,0.005434782608695652,0.004076086956521739,0.0020380434782608695,0.0020380434782608695,0.0033967391304347825,0.004076086956521739,0.0006793478260869565,0.007472826086956522,0.0,0.009510869565217392,0.0020380434782608695,0.0006793478260869565,0.002717391304347826,0.008831521739130434,0.01154891304347826,0.0,0.001358695652173913,0.007472826086956522,0.0,0.0006793478260869565,0.005434782608695652,0.0020380434782608695,0.008152173913043478,0.03736413043478261,0.05502717391304348,0.05638586956521739,0.001358695652173913,0.006114130434782609,0.001358695652173913,0.006114130434782609,0.033967391304347824,0.018342391304347828,0.016304347826086956,0.010869565217391304,0.014945652173913044,0.11627906976744186,1472.0,1.0,0,0,0,0,0,0,0,0,0.022297679683078664,0.0703757225433526,0.11979768786127168,0.08222543352601155,0.07644508670520231,0.04017341040462428,abramdemski,abramdemski_0000
1464,72,483,0.32991803278688525,4.904371584699454,2.9122658471810317,4.0,17,0.050546448087431695,0.1953551912568306,0.15163934426229508,0.1413934426229508,0.1092896174863388,0.07991803278688525,20.916666666666668,13.265190453882589,17.5,84,3,0.18920765027322403,0.06147540983606557,90.32816745797128,0.009038990919922758,12.401535904506318,1709.0058623561977,0.03825136612021858,0.010245901639344262,0.03825136612021858,0.03415300546448088,0.017759562841530054,0.031420765027322405,0.014344262295081968,0.01366120218579235,0.00546448087431694,0.0034153005464480873,0.009562841530054645,0.00819672131147541,0.00546448087431694,0.0034153005464480873,0.007513661202185792,0.0,0.010245901639344262,0.007513661202185792,0.0047814207650273225,0.0047814207650273225,0.008879781420765027,0.006830601092896175,0.0,0.001366120218579235,0.001366120218579235,0.0006830601092896175,0.025956284153005466,0.001366120218579235,0.0,0.0,0.0006830601092896175,0.006830601092896175,0.001366120218579235,0.001366120218579235,0.00546448087431694,0.001366120218579235,0.00273224043715847,0.00546448087431694,0.0,0.006830601092896175,0.0020491803278688526,0.0,0.0020491803278688526,0.006147540983606557,0.00819672131147541,0.0006830601092896175,0.0020491803278688526,0.011612021857923498,0.0006830601092896175,0.0006830601092896175,0.008879781420765027,0.0034153005464480873,0.004098360655737705,0.0389344262295082,0.04644808743169399,0.056010928961748634,0.00273224043715847,0.006830601092896175,0.0006830601092896175,0.0047814207650273225,0.006830601092896175,0.008879781420765027,0.01366120218579235,0.009562841530054645,0.01366120218579235,0.1527777777777778,1464.0,1.0,0,0,0,0,0,0,0,0,0.017987199293754138,0.08554531701279054,0.10961353321413836,0.09118415623710631,0.08664557832485215,0.031082382065740613,abramdemski,abramdemski_0001
1443,65,467,0.32363132363132363,4.665280665280665,2.5808252051738836,4.0,16,0.04504504504504504,0.1794871794871795,0.16424116424116425,0.15661815661815662,0.1392931392931393,0.11434511434511435,22.984615384615385,14.426996390519788,21.0,61,2,0.17463617463617465,0.061677061677061676,112.9163707126285,0.011299467610147221,12.521306051297667,1580.0846297429757,0.07137907137907137,0.015246015246015246,0.03465003465003465,0.02286902286902287,0.00693000693000693,0.02564102564102564,0.021483021483021482,0.020097020097020097,0.001386001386001386,0.00693000693000693,0.00693000693000693,0.012474012474012475,0.006237006237006237,0.004158004158004158,0.009009009009009009,0.0,0.003465003465003465,0.005544005544005544,0.0,0.001386001386001386,0.012474012474012475,0.003465003465003465,0.0,0.004851004851004851,0.001386001386001386,0.000693000693000693,0.005544005544005544,0.000693000693000693,0.0,0.0,0.002772002772002772,0.004158004158004158,0.004851004851004851,0.000693000693000693,0.004158004158004158,0.0,0.003465003465003465,0.001386001386001386,0.002772002772002772,0.001386001386001386,0.004158004158004158,0.000693000693000693,0.006237006237006237,0.009009009009009009,0.004158004158004158,0.002079002079002079,0.000693000693000693,0.009009009009009009,0.0,0.001386001386001386,0.003465003465003465,0.003465003465003465,0.003465003465003465,0.03465003465003465,0.05128205128205128,0.05058905058905059,0.002772002772002772,0.014553014553014554,0.000693000693000693,0.001386001386001386,0.010395010395010396,0.008316008316008316,0.022176022176022176,0.008316008316008316,0.022176022176022176,0.1076923076923077,1443.0,1.0,0,0,0,0,0,0,0,0,0.01699225523060918,0.07222950342216397,0.12465414300276685,0.07863695937090433,0.06640454346876365,0.040046599679627204,abramdemski,abramdemski_0002
1450,88,496,0.34206896551724136,4.933793103448276,2.7694944313844863,4.0,16,0.034482758620689655,0.1813793103448276,0.14413793103448275,0.1724137931034483,0.13448275862068965,0.07379310344827586,16.988636363636363,11.14419367589914,15.0,53,1,0.19379310344827586,0.06206896551724138,81.29369797859691,0.008134980128983128,12.21959239398338,1679.3219266816982,0.04758620689655172,0.012413793103448275,0.028275862068965516,0.022068965517241378,0.01310344827586207,0.02482758620689655,0.021379310344827585,0.016551724137931035,0.0020689655172413794,0.009655172413793104,0.008275862068965517,0.006896551724137931,0.006896551724137931,0.004827586206896552,0.0034482758620689655,0.0,0.004137931034482759,0.001379310344827586,0.001379310344827586,0.004137931034482759,0.013793103448275862,0.004137931034482759,0.0,0.0034482758620689655,0.0020689655172413794,0.004137931034482759,0.007586206896551724,0.001379310344827586,0.0,0.0,0.0034482758620689655,0.007586206896551724,0.002758620689655172,0.001379310344827586,0.005517241379310344,0.000689655172413793,0.0020689655172413794,0.004827586206896552,0.0020689655172413794,0.0020689655172413794,0.004827586206896552,0.0,0.000689655172413793,0.0034482758620689655,0.0034482758620689655,0.000689655172413793,0.0020689655172413794,0.011724137931034483,0.0,0.0,0.011034482758620689,0.006206896551724138,0.0034482758620689655,0.039310344827586205,0.04758620689655172,0.05586206896551724,0.001379310344827586,0.006206896551724138,0.0,0.006896551724137931,0.04689655172413793,0.0034482758620689655,0.023448275862068966,0.005517241379310344,0.021379310344827585,0.14772727272727273,1450.0,1.0,0,0,0,0,0,0,0,0,0.02022769978998563,0.0752540510848668,0.12565229332600933,0.08514144465806098,0.0683878055479264,0.023070585004119747,abramdemski,abramdemski_0003
1405,81,488,0.34733096085409254,4.674021352313167,2.757932819570937,4.0,17,0.044839857651245554,0.201423487544484,0.18505338078291814,0.16441281138790034,0.0903914590747331,0.06619217081850534,18.234567901234566,12.471470261853772,15.0,69,1,0.20711743772241992,0.050533807829181494,90.9107027519915,0.009097545396477781,12.172509114492168,1795.3922740622886,0.060498220640569395,0.007829181494661922,0.02704626334519573,0.023487544483985764,0.009252669039145907,0.021352313167259787,0.010676156583629894,0.017793594306049824,0.0028469750889679717,0.009252669039145907,0.012099644128113879,0.0099644128113879,0.00498220640569395,0.004270462633451958,0.0028469750889679717,0.0,0.014234875444839857,0.012811387900355872,0.0035587188612099642,0.002135231316725979,0.013523131672597865,0.004270462633451958,0.0007117437722419929,0.0056939501779359435,0.0035587188612099642,0.0014234875444839859,0.019217081850533807,0.0,0.0,0.0,0.0035587188612099642,0.006405693950177936,0.0035587188612099642,0.002135231316725979,0.0056939501779359435,0.0007117437722419929,0.002135231316725979,0.0028469750889679717,0.0007117437722419929,0.0035587188612099642,0.006405693950177936,0.006405693950177936,0.0028469750889679717,0.008540925266903915,0.0028469750889679717,0.0,0.0071174377224199285,0.006405693950177936,0.0,0.0035587188612099642,0.006405693950177936,0.0035587188612099642,0.0035587188612099642,0.04128113879003559,0.05338078291814947,0.054804270462633455,0.0014234875444839859,0.006405693950177936,0.0028469750889679717,0.007829181494661922,0.013523131672597865,0.017793594306049824,0.034875444839857654,0.0056939501779359435,0.034875444839857654,0.1111111111111111,1405.0,1.0,0,0,0,0,0,0,0,0,0.025049286791139973,0.08569748640305748,0.10495369689842717,0.08657945024254006,0.0799647214464207,0.03439658973982067,abramdemski,abramdemski_0004
1481,71,446,0.3011478730587441,4.6907494935854155,2.6512788842088137,4.0,15,0.03646185010128292,0.174881836596894,0.1924375422012154,0.19108710330857528,0.10398379473328832,0.06684672518568535,21.211267605633804,13.778852435871212,20.0,82,2,0.16812964213369344,0.048615800135043886,104.63393850807049,0.010470463711517055,12.8921081326698,1652.7973985601209,0.056043214044564485,0.010803511141120865,0.02633355840648211,0.02700877785280216,0.010803511141120865,0.02160702228224173,0.01688048615800135,0.012153950033760972,0.008102633355840648,0.006076975016880486,0.006076975016880486,0.008102633355840648,0.00675219446320054,0.00337609723160027,0.0054017555705604325,0.0006752194463200541,0.009453072248480757,0.00675219446320054,0.0013504388926401081,0.002025658338960162,0.009453072248480757,0.006076975016880486,0.0,0.0027008777852802163,0.0054017555705604325,0.0027008777852802163,0.011478730587440918,0.002025658338960162,0.0,0.0,0.006076975016880486,0.004726536124240378,0.0027008777852802163,0.0006752194463200541,0.006076975016880486,0.002025658338960162,0.002025658338960162,0.004051316677920324,0.0013504388926401081,0.0054017555705604325,0.00675219446320054,0.0027008777852802163,0.0,0.006076975016880486,0.0054017555705604325,0.0,0.002025658338960162,0.00337609723160027,0.0,0.0,0.0054017555705604325,0.004726536124240378,0.006076975016880486,0.04321404456448346,0.05806887238352464,0.04321404456448346,0.0006752194463200541,0.008777852802160702,0.004726536124240378,0.0006752194463200541,0.027683997299122215,0.006076975016880486,0.01350438892640108,0.04591492234976367,0.01350438892640108,0.09859154929577464,1481.0,1.0,0,0,0,0,0,0,0,0,0.014238897050514182,0.084020471993176,0.13193062268979244,0.06809781063406312,0.07733864088711971,0.031987489337503554,abramdemski,abramdemski_0005
1487,80,493,0.33154001344989914,4.770006724949563,2.568148794617056,4.0,14,0.02757229320780094,0.18426361802286484,0.15803631472763954,0.17417619367854742,0.1398789509078682,0.08607935440484196,18.85,9.976347026843042,17.5,45,1,0.19838601210490922,0.05447209145931405,88.98460497591998,0.008904448694427525,12.358289735239795,1818.7506876792204,0.03967720242098184,0.00941492938802959,0.025554808338937456,0.026899798251513115,0.012777404169468728,0.02488231338264963,0.017484868863483525,0.011432414256893073,0.005379959650302623,0.0013449899125756557,0.010087424344317418,0.008069939475453935,0.008069939475453935,0.004707464694014795,0.004034969737726967,0.0,0.0121049092131809,0.007397444519166106,0.0013449899125756557,0.0,0.014122394082044385,0.013449899125756557,0.0,0.0033624747814391394,0.008069939475453935,0.0013449899125756557,0.010759919300605245,0.0,0.0,0.0,0.004034969737726967,0.004707464694014795,0.00605245460659045,0.0013449899125756557,0.0026899798251513113,0.0026899798251513113,0.005379959650302623,0.0033624747814391394,0.0006724949562878278,0.0013449899125756557,0.00941492938802959,0.0,0.0020174848688634837,0.010087424344317418,0.0026899798251513113,0.0,0.0033624747814391394,0.0026899798251513113,0.0033624747814391394,0.0,0.007397444519166106,0.0033624747814391394,0.00605245460659045,0.05178211163416274,0.05379959650302623,0.05379959650302623,0.0,0.005379959650302623,0.0,0.0013449899125756557,0.03765971755211836,0.00941492938802959,0.0121049092131809,0.006724949562878279,0.0121049092131809,0.075,1487.0,1.0,0,0,0,0,0,0,0,0,0.015005599104143338,0.07471424588792863,0.12475606356286591,0.07819905213270142,0.07582938388625593,0.03415110119877335,abramdemski,abramdemski_0006
1461,66,467,0.3196440793976728,4.6652977412731005,2.647087249646932,4.0,14,0.038329911019849415,0.2026009582477755,0.17453798767967146,0.15195071868583163,0.10677618069815195,0.10746064339493498,22.696969696969695,15.04535536602545,18.5,87,1,0.1834360027378508,0.04996577686516085,102.48669373597167,0.010255689010154426,12.57535337545678,1710.0358212500387,0.057494866529774126,0.007529089664613279,0.04175222450376454,0.02806297056810404,0.01026694045174538,0.02737850787132101,0.013689253935660506,0.007529089664613279,0.0054757015742642025,0.004791238877481177,0.010951403148528405,0.01642710472279261,0.0027378507871321013,0.006844626967830253,0.004791238877481177,0.0,0.01163586584531143,0.002053388090349076,0.0054757015742642025,0.004791238877481177,0.017111567419575632,0.009582477754962354,0.0,0.004791238877481177,0.004791238877481177,0.0034223134839151265,0.019849418206707735,0.0,0.0,0.0,0.0006844626967830253,0.0054757015742642025,0.0027378507871321013,0.002053388090349076,0.004791238877481177,0.0027378507871321013,0.0054757015742642025,0.002053388090349076,0.004791238877481177,0.0013689253935660506,0.007529089664613279,0.002053388090349076,0.0006844626967830253,0.00889801505817933,0.0006844626967830253,0.0013689253935660506,0.004106776180698152,0.006844626967830253,0.0013689253935660506,0.0,0.00889801505817933,0.0054757015742642025,0.0013689253935660506,0.0485968514715948,0.04243668720054757,0.04654346338124572,0.009582477754962354,0.006160164271047228,0.0,0.0034223134839151265,0.0054757015742642025,0.009582477754962354,0.019164955509924708,0.0013689253935660506,0.019164955509924708,0.09090909090909091,1461.0,1.0,0,0,0,0,0,0,0,0,0.012918108419838524,0.07354001441961067,0.12429704397981255,0.07339581831290555,0.08248017303532805,0.028695025234318675,abramdemski,abramdemski_0007
1450,80,475,0.3275862068965517,4.785517241379311,2.6905064081806893,4.0,18,0.04275862068965517,0.20620689655172414,0.14413793103448275,0.13586206896551725,0.13034482758620689,0.07655172413793103,18.6625,11.60274078612463,17.0,77,2,0.18068965517241378,0.05103448275862069,89.3602853745541,0.008942195568882226,12.450178628343796,1623.3222755032602,0.034482758620689655,0.011724137931034483,0.037241379310344824,0.041379310344827586,0.009655172413793104,0.032413793103448274,0.01793103448275862,0.011724137931034483,0.004137931034482759,0.006206896551724138,0.00896551724137931,0.008275862068965517,0.005517241379310344,0.004827586206896552,0.0020689655172413794,0.0,0.006206896551724138,0.000689655172413793,0.002758620689655172,0.004827586206896552,0.01310344827586207,0.011724137931034483,0.0,0.004137931034482759,0.0034482758620689655,0.0020689655172413794,0.018620689655172412,0.000689655172413793,0.0,0.0,0.002758620689655172,0.0020689655172413794,0.000689655172413793,0.000689655172413793,0.002758620689655172,0.0034482758620689655,0.002758620689655172,0.0034482758620689655,0.000689655172413793,0.004827586206896552,0.004137931034482759,0.0,0.0020689655172413794,0.0034482758620689655,0.005517241379310344,0.0,0.002758620689655172,0.008275862068965517,0.0,0.000689655172413793,0.008275862068965517,0.004137931034482759,0.0020689655172413794,0.044137931034482755,0.05310344827586207,0.05655172413793103,0.0034482758620689655,0.008275862068965517,0.000689655172413793,0.001379310344827586,0.009655172413793104,0.008275862068965517,0.022758620689655173,0.013793103448275862,0.022758620689655173,0.1,1450.0,1.0,0,0,0,0,0,0,0,0,0.01691856530566208,0.08455882352941177,0.1201923076923077,0.07508484162895927,0.07480203619909502,0.03082579185520362,abramdemski,abramdemski_0008
1485,64,483,0.32525252525252524,4.793939393939394,2.593561758596372,4.0,15,0.03164983164983165,0.19663299663299663,0.14545454545454545,0.16026936026936026,0.12525252525252525,0.09292929292929293,23.53125,15.364293782582394,20.5,77,1,0.17575757575757575,0.061952861952861954,79.79231144214309,0.007984607984607985,12.462698678647891,1588.9329435798984,0.03973063973063973,0.009427609427609427,0.03771043771043771,0.020875420875420877,0.013468013468013467,0.024242424242424242,0.010774410774410775,0.016835016835016835,0.008754208754208754,0.007407407407407408,0.009427609427609427,0.003367003367003367,0.006734006734006734,0.006734006734006734,0.003367003367003367,0.0006734006734006734,0.013468013468013467,0.011447811447811448,0.006734006734006734,0.006734006734006734,0.015488215488215488,0.006734006734006734,0.0,0.0026936026936026937,0.0026936026936026937,0.0006734006734006734,0.018855218855218854,0.0006734006734006734,0.0,0.0,0.006734006734006734,0.003367003367003367,0.0013468013468013469,0.0053872053872053875,0.0013468013468013469,0.0047138047138047135,0.0026936026936026937,0.00404040404040404,0.0013468013468013469,0.008754208754208754,0.0053872053872053875,0.00202020202020202,0.0013468013468013469,0.0047138047138047135,0.01818181818181818,0.0006734006734006734,0.003367003367003367,0.00808080808080808,0.0006734006734006734,0.0006734006734006734,0.011447811447811448,0.0026936026936026937,0.00404040404040404,0.0430976430976431,0.05858585858585859,0.04377104377104377,0.00202020202020202,0.00404040404040404,0.0,0.0047138047138047135,0.024242424242424242,0.009427609427609427,0.014814814814814815,0.020202020202020204,0.013468013468013467,0.109375,1485.0,1.0,0,0,0,0,0,0,0,0,0.015016685205784204,0.07830319888734354,0.11390820584144645,0.08136300417246176,0.07677329624478442,0.04228094575799722,abramdemski,abramdemski_0009
